Depth,GR,Porosity,Caliper,Ring resistivity
172.1809,88.0854,0.554028,8.4617,0.6098
172.3333,90.2951,0.54027,8.3971,0.6101
172.4857,91.8102,0.558383,8.3333,0.6055
172.6381,94.0784,0.566356,8.3594,0.6014
172.7905,95.4923,0.57136,8.4346,0.6027
172.9429,95.0437,0.562809,8.5125,0.6094
173.0953,93.8071,0.581774,8.5469,0.6412
173.2477,92.7279,0.579552,8.5818,0.6688
173.4001,93.6176,0.563492,8.5984,0.684
173.5525,94.5513,0.542697,8.5807,0.6556
173.7049,95.2533,0.54806,8.5602,0.6449
173.8573,94.6071,0.551564,8.6247,0.6439
174.0097,93.3994,0.585251,8.7145,0.6534
174.1621,91.2742,0.593116,8.7724,0.6656
174.3145,90.3615,0.590705,8.81,0.66
174.4669,91.3367,0.552863,8.7962,0.6516
174.6193,93.3424,0.534842,8.6299,0.6524
174.7717,94.7674,0.548807,8.4223,0.6499
174.9241,91.9255,0.543371,8.3481,0.6373
175.0765,92.2853,0.541836,8.4127,0.621
175.2289,89.6203,0.520567,8.4703,0.6049
175.3813,90.5572,0.528345,8.497,0.6031
175.5337,90.6818,0.527113,8.4574,0.5915
175.6861,92.0931,0.53363,8.3789,0.5802
175.8385,96.8986,0.532859,8.3815,0.582
175.9909,96.0367,0.539449,8.4459,0.5885
176.1433,96.4634,0.560289,8.494,0.5995
176.2957,94.0068,0.548662,8.4952,0.6199
176.4481,94.6805,0.534994,8.4834,0.6452
176.6005,93.4839,0.522423,8.4196,0.6598
176.7529,92.0905,0.531562,8.3903,0.6554
176.9053,92.6756,0.556034,8.4235,0.6475
177.0577,95.0011,0.560772,8.481,0.6445
177.2101,94.9655,0.553627,8.6002,0.6485
177.3625,93.9401,0.546862,8.5906,0.6531
177.5149,93.0489,0.553979,8.5086,0.6502
177.6673,95.9805,0.567201,8.4816,0.6379
177.8197,96.2383,0.565663,8.5628,0.6231
177.9721,95.5352,0.549977,8.5871,0.6024
178.1245,92.5385,0.54779,8.5004,0.5949
178.2769,91.1776,0.540687,8.4145,0.5968
178.4293,89.5038,0.544168,8.3812,0.603
178.5817,88.4241,0.551771,8.5143,0.612
178.7341,87.9658,0.55541,8.6071,0.6049
178.8865,89.6311,0.533812,8.6524,0.5865
179.0389,91.1309,0.522169,8.4825,0.5759
179.1913,91.366,0.527157,8.3813,0.572
179.3437,93.0007,0.546131,8.3925,0.5821
179.4961,91.95,0.558947,8.5699,0.5945
179.6485,98.4062,0.564782,8.6143,0.6026
179.8009,97.0309,0.605115,8.5734,0.5916
179.9533,99.0472,0.590567,8.517,0.581
180.1057,93.7232,0.582815,8.452,0.572
180.2581,94.0454,0.546876,8.4679,0.5778
180.4105,94.6111,0.557665,8.4117,0.5827
180.5629,95.5849,0.554295,8.4861,0.5397
180.7153,95.4896,0.552624,8.5998,0.5199
180.8677,92.1726,0.541095,8.6355,0.5268
181.0201,90.1344,0.526181,8.5027,0.5326
181.1725,89.2552,0.537631,8.5019,0.5473
181.3249,88.4291,0.557715,8.5147,0.5571
181.4773,87.9146,0.581604,8.5569,0.5604
181.6297,88.0585,0.562496,8.5976,0.5652
181.7821,90.1071,0.547406,8.6397,0.5551
181.9345,92.7089,0.540382,8.6846,0.5356
182.0869,92.4111,0.549544,8.6337,0.5192
182.2393,93.8318,0.556406,8.6389,0.5236
182.3917,93.3537,0.572753,8.6374,0.5243
182.5441,94.8348,0.553,8.6001,0.5243
182.6965,93.416,0.56476,8.6774,0.5198
182.8489,92.1403,0.569689,8.7491,0.5224
183.0013,92.1023,0.59833,8.8405,0.5271
183.1537,91.4027,0.571423,8.7357,0.5336
183.3061,91.284,0.546219,8.6423,0.5411
183.4585,88.2397,0.550754,8.9926,0.5261
183.6109,86.8437,0.57111,9.1531,0.516
183.7633,85.7746,0.597374,8.8509,0.521
183.9157,87.0807,0.595586,8.6997,0.5363
184.0681,89.787,0.567476,8.5819,0.5461
184.2205,91.4591,0.566767,8.5582,0.5512
184.3729,92.3445,0.559258,8.4772,0.5469
184.5253,90.7797,0.596471,8.4118,0.5407
184.6777,89.276,0.582562,8.3717,0.5407
184.8301,89.7289,0.567528,8.4331,0.5444
184.9825,92.3937,0.566017,8.5025,0.5567
185.1349,93.1087,0.572312,8.5613,0.5611
185.2873,93.5545,0.594558,8.5676,0.5638
185.4397,89.7131,0.580413,8.5848,0.5667
185.5921,88.4423,0.591871,8.512,0.5728
185.7445,86.8675,0.580861,8.4834,0.5741
185.8969,86.1542,0.575857,8.5094,0.5671
186.0493,88.1263,0.564634,8.5428,0.5645
186.2017,87.85,0.559846,8.5527,0.5657
186.3541,90.6582,0.567489,8.6247,0.5667
186.5065,90.1683,0.558776,8.5858,0.5576
186.6589,91.9031,0.562205,8.5614,0.5465
186.8113,93.8252,0.576062,8.5332,0.5421
186.9637,94.3289,0.593118,8.5072,0.5388
187.1161,95.0738,0.608703,8.5521,0.5354
187.2685,93.8729,0.559674,8.5584,0.5311
187.4209,95.1779,0.55531,8.5691,0.5203
187.5733,93.1405,0.550235,8.5088,0.5161
187.7257,92.863,0.586491,8.5028,0.5141
187.8781,91.9586,0.578974,8.5555,0.5152
188.0305,91.0501,0.581954,8.6626,0.5183
188.1829,90.0431,0.57285,8.7573,0.5223
188.3353,87.1178,0.591279,8.7857,0.5269
188.4877,88.3734,0.577507,8.8468,0.5295
188.6401,89.3677,0.565293,8.9125,0.5325
188.7925,90.7618,0.55682,8.8669,0.5438
188.9449,94.9919,0.561531,8.7775,0.5498
189.0973,90.1764,0.579093,9.0868,0.5425
189.2497,86.2803,0.57286,9.7433,0.5302
189.4021,80.2638,0.575044,10.1559,0.5198
189.5545,82.2725,0.584888,11.3614,0.592
189.7069,85.8415,0.585237,12.2855,0.5852
189.8593,87.1044,0.575598,12.2898,0.6047
190.0117,88.7511,0.566296,11.3253,0.6134
190.1641,89.4157,0.561501,9.9976,0.6039
190.3165,87.4899,0.553094,9.2876,0.5491
190.4689,86.222,0.560749,9.3801,0.5632
190.6213,86.2546,0.565748,9.4692,0.6167
190.7737,88.4485,0.582757,10.0268,0.6763
190.9261,90.0357,0.587449,10.1189,0.6687
191.0785,89.7955,0.568756,10.647,0.6584
191.2309,91.6944,0.586907,10.967,0.6606
191.3833,92.3661,0.576052,11.7222,0.6818
191.5357,93.7404,0.635049,12.7167,0.6822
191.6881,90.3593,0.611193,12.8413,0.6563
191.8405,89.3589,0.569986,11.813,0.6633
191.9929,88.0427,0.538147,10.7381,0.6422
192.1453,92.3378,0.548317,10.2133,0.6236
192.2977,93.8276,0.540608,10.0114,0.6491
192.4501,95.5191,0.553304,9.8337,0.6625
192.6025,89.0385,0.547788,9.8227,0.6633
192.7549,89.4389,0.586203,9.7273,0.6528
192.9073,90.015,0.567255,9.333,0.6494
193.0597,92.6705,0.567988,9.0293,0.6629
193.2121,91.4717,0.552475,8.8121,0.6762
193.3645,89.1317,0.565928,8.7764,0.6812
193.5169,89.8476,0.560525,8.7292,0.6656
193.6693,89.6311,0.562838,8.6186,0.6317
193.8217,91.7326,0.548554,8.5704,0.6246
193.9741,93.3242,0.537559,8.5314,0.6287
194.1265,93.6163,0.570843,8.4738,0.6148
194.2789,93.3382,0.566979,8.4505,0.5488
194.4313,93.186,0.577447,8.5246,0.5035
194.5837,93.3782,0.55189,8.5209,0.4917
194.7361,94.3682,0.562416,8.5498,0.4975
194.8885,93.3926,0.579445,8.498,0.5138
195.0409,92.0371,0.574582,8.4871,0.5301
195.1933,90.9149,0.574794,8.46,0.5404
195.3457,90.3432,0.577885,8.5204,0.5504
195.4981,91.9035,0.569125,8.5185,0.5543
195.6505,90.4635,0.571824,8.529,0.5555
195.8029,90.5736,0.554271,8.5351,0.5571
195.9553,91.1867,0.580329,8.6038,0.5597
196.1077,93.17,0.564221,8.7728,0.5667
196.2601,92.6116,0.551248,8.8487,0.5829
196.4125,93.864,0.535887,8.6709,0.5974
196.5649,92.8446,0.538509,8.4616,0.6068
196.7173,95.122,0.561656,8.4029,0.6105
196.8697,92.6479,0.573233,8.4076,0.5957
197.0221,94.0389,0.58918,8.533,0.5826
197.1745,93.2348,0.586843,8.4957,0.5752
197.3269,93.0897,0.577296,8.4668,0.5681
197.4793,90.9414,0.573275,8.4749,0.5636
197.6317,91.8802,0.587709,8.5383,0.5643
197.7841,92.7583,0.598954,8.5566,0.5664
197.9365,93.5582,0.599579,8.6743,0.5665
198.0889,92.9798,0.596211,8.6948,0.564
198.2413,93.1875,0.587363,8.7152,0.5594
198.3937,99.8482,0.592739,8.8242,0.5689
198.5461,94.8305,0.589834,9.2217,0.5759
198.6985,92.9062,0.600146,9.2713,0.5791
198.8509,85.4558,0.59758,9.0421,0.5745
199.0033,89.3762,0.601776,8.7916,0.5688
199.1557,91.8666,0.585927,8.8719,0.5647
199.3081,89.5301,0.615198,8.8511,0.5637
199.4605,89.617,0.604358,9.138,0.5735
199.6129,87.6972,0.616526,9.7633,0.5785
199.7653,87.6473,0.587866,11.0032,0.5785
199.9177,84.7374,0.572386,11.04,0.5735
200.0701,84.2503,0.584799,10.448,0.5876
200.2225,86.121,0.601519,10.2772,0.5997
200.3749,86.6942,0.589995,10.5572,0.6069
200.5273,84.8002,0.568662,10.86,0.6077
200.6797,86.6887,0.556888,10.7406,0.6148
200.8321,89.252,0.554952,11.5871,0.6028
200.9845,92.1447,0.580025,12.1175,0.5875
201.1369,90.2631,0.576816,12.0458,0.5725
201.2893,90.6579,0.608516,11.1342,0.5673
201.4417,91.5508,0.573994,10.105,0.5711
201.5941,91.3717,0.562064,9.5638,0.5767
201.7465,89.7677,0.549169,9.6568,0.5837
201.8989,86.5117,0.566182,9.6165,0.5884
202.0513,86.0728,0.573685,9.5355,0.5905
202.2037,90.8349,0.582784,9.0757,0.5899
202.3561,92.7627,0.56234,9.0257,0.5918
202.5085,92.5263,0.56107,8.8334,0.5941
202.6609,89.6438,0.553474,8.7859,0.603
202.8133,90.271,0.571373,8.7825,0.6082
202.9657,90.841,0.562771,9.1882,0.6179
203.1181,90.0922,0.570967,9.3562,0.6317
203.2705,86.5787,0.575342,9.4574,0.6285
203.4229,86.1241,0.58651,9.3681,0.6227
203.5753,84.5997,0.560842,9.0362,0.6142
203.7277,86.4552,0.566667,8.8636,0.615
203.8801,87.545,0.564573,8.683,0.6254
204.0325,90.3826,0.574245,8.7167,0.6382
204.1849,91.3792,0.557137,8.6691,0.6434
204.3373,90.365,0.550242,8.6765,0.643
204.4897,87.329,0.559048,8.6775,0.6377
204.6421,87.8352,0.558612,8.6815,0.6362
204.7945,87.6931,0.553232,8.6918,0.6374
204.9469,91.1737,0.543093,8.6479,0.647
205.0993,89.5729,0.549316,8.6484,0.6569
205.2517,92.0618,0.555022,8.6745,0.6672
205.4041,89.8756,0.572747,8.7504,0.6554
205.5565,90.2084,0.570794,8.7326,0.6412
205.7089,89.0343,0.58219,8.6867,0.6361
205.8613,90.7506,0.562654,8.6161,0.6339
206.0137,91.0168,0.565591,8.5863,0.6392
206.1661,92.1397,0.568475,8.6322,0.6454
206.3185,91.3578,0.587556,8.6527,0.6439
206.4709,92.5769,0.552906,8.6928,0.6326
206.6233,92.3777,0.53054,8.7991,0.6403
206.7757,93.3069,0.538423,8.962,0.645
206.9281,92.1355,0.550832,8.9615,0.6465
207.0805,92.1378,0.565463,8.9428,0.647
207.2329,89.6899,0.545316,8.7544,0.6502
207.3853,90.7619,0.567221,8.6502,0.6381
207.5377,89.8234,0.568047,8.5834,0.6212
207.6901,95.6793,0.570776,8.5275,0.6041
207.8425,96.1254,0.572101,8.456,0.5942
207.9949,92.9665,0.57702,8.4898,0.597
208.1473,86.4634,0.591161,8.5446,0.6089
208.2997,84.6301,0.57229,8.5572,0.6168
208.4521,88.3222,0.57181,8.5465,0.6069
208.6045,90.5451,0.543941,8.5397,0.5946
208.7569,91.4681,0.541536,8.5618,0.584
208.9093,93.7586,0.530976,8.5978,0.5814
209.0617,93.8586,0.548332,8.5643,0.5813
209.2141,93.4675,0.568982,8.492,0.5821
209.3665,91.4639,0.613642,8.5104,0.5836
209.5189,91.2442,0.601278,8.5171,0.5825
209.6713,91.2419,0.587307,8.5254,0.5797
209.8237,92.4694,0.550337,8.5411,0.5745
209.9761,91.9033,0.568934,8.5085,0.571
210.1285,93.6243,0.566259,8.4688,0.5719
210.2809,92.3834,0.578679,8.4275,0.5734
210.4333,94.5226,0.560803,8.4949,0.5708
210.5857,95.1896,0.554605,8.5537,0.5705
210.7381,95.8636,0.569778,8.6243,0.5699
210.8905,94.4757,0.569533,8.5833,0.5732
211.0429,90.7433,0.580162,8.6331,0.5863
211.1953,89.6807,0.572397,8.6316,0.6013
211.3477,88.332,0.588584,8.6742,0.6195
211.5001,90.6544,0.576547,8.6372,0.6192
211.6525,91.0277,0.568567,8.6218,0.6129
211.8049,93.0511,0.568531,8.6131,0.6088
211.9573,90.846,0.588886,8.7223,0.6011
212.1097,90.4739,0.585133,8.877,0.5917
212.2621,90.4527,0.57626,8.8673,0.5834
212.4145,90.4383,0.563453,8.8968,0.5825
212.5669,90.4053,0.534295,8.8328,0.5826
212.7193,89.8811,0.542238,8.9365,0.585
212.8717,92.7889,0.540186,8.8118,0.5931
213.0241,95.2917,0.594977,8.8366,0.6081
213.1765,94.0567,0.578535,8.516,0.6189
213.3289,92.9839,0.569334,8.4316,0.628
213.4813,89.5947,0.548311,8.4221,0.6321
213.6337,90.9256,0.545961,8.5292,0.6325
213.7861,88.8533,0.572969,8.7101,0.63
213.9385,89.423,0.572597,8.6139,0.6245
214.0909,88.8828,0.584119,8.5831,0.6265
214.2433,92.1244,0.522652,8.5983,0.6286
214.3957,93.7091,0.517817,8.6982,0.6302
214.5481,91.9312,0.503941,8.7031,0.6255
214.7005,89.1783,0.55763,8.633,0.6325
214.8529,88.739,0.55856,8.7095,0.6501
215.0053,87.0527,0.57584,8.849,0.6592
215.1577,86.6638,0.572921,8.8736,0.6566
215.3101,84.3307,0.567109,8.8354,0.6489
215.4625,86.6555,0.580337,8.7578,0.6388
215.6149,86.7903,0.583449,8.7028,0.6382
215.7673,86.4845,0.636449,8.7675,0.6479
215.9197,86.6463,0.629224,8.7865,0.6561
216.0721,86.8615,0.613151,8.9636,0.6603
216.2245,84.9776,0.592915,9.0751,0.6678
216.3769,83.6606,0.594922,9.1912,0.6692
216.5293,84.8019,0.602237,9.3483,0.6707
216.6817,87.7116,0.589243,9.4008,0.6779
216.8341,92.4854,0.596443,9.2204,0.6897
216.9865,87.7878,0.590255,9.0544,0.7033
217.1389,82.7958,0.583818,9.2129,0.7101
217.2913,74.5952,0.57187,9.6275,0.7096
217.4437,75.1299,0.579531,10.0852,0.7077
217.5961,75.4161,0.581135,9.4651,0.7028
217.7485,76.3732,0.600336,9.3702,0.7015
217.9009,76.1145,0.595709,9.5519,0.7024
218.0533,78.5836,0.610218,10.2241,0.7068
218.2057,80.7331,0.591127,10.4134,0.7157
218.3581,83.242,0.604471,10.3591,0.7215
218.5105,81.8779,0.605394,10.0043,0.7266
218.6629,83.8309,0.60419,9.6033,0.7275
218.8153,84.1725,0.575926,8.9783,0.7261
218.9677,86.7197,0.559933,8.5886,0.7294
219.1201,88.4839,0.550596,8.5984,0.7231
219.2725,91.6523,0.554605,8.6078,0.7172
219.4249,90.218,0.597646,8.9763,0.7343
219.5773,86.2745,0.604797,9.3488,0.7541
219.7297,85.1197,0.618983,9.1684,0.7699
219.8821,86.3087,0.571175,9.1857,0.7659
220.0345,90.4197,0.545768,9.4008,0.7416
220.1869,88.2455,0.532412,9.6264,0.729
220.3393,89.1263,0.548464,9.9522,0.7243
220.4917,87.7093,0.577659,9.7905,0.7258
220.6441,88.8247,0.574453,9.4636,0.7264
220.7965,91.8101,0.55645,9.0941,0.7585
220.9489,91.4624,0.541763,8.9298,0.7894
221.1013,92.5152,0.559904,8.8124,0.7693
221.2537,91.283,0.555799,8.6665,0.731
221.4061,90.7088,0.5659,8.5137,0.7151
221.5585,90.6274,0.537831,8.4557,0.715
221.7109,90.0905,0.548744,8.4183,0.7115
221.8633,91.774,0.544343,8.4313,0.7077
222.0157,92.0057,0.551867,8.486,0.7095
222.1681,92.3352,0.54931,8.6379,0.7096
222.3205,92.3071,0.533225,8.7774,0.7114
222.4729,89.5586,0.544061,8.8429,0.7179
222.6253,89.6748,0.531666,8.7787,0.72
222.7777,89.9282,0.546,8.8172,0.7099
222.9301,92.8818,0.529706,8.7951,0.6964
223.0825,92.1244,0.523856,8.8597,0.6846
223.2349,92.8068,0.51614,8.8905,0.6715
223.3873,92.8305,0.545998,8.92,0.6775
223.5397,93.6478,0.563054,8.8501,0.6869
223.6921,91.2037,0.551612,8.7964,0.7055
223.8445,90.4173,0.52171,8.832,0.7315
223.9969,87.9168,0.532441,8.8506,0.7446
224.1493,90.0825,0.547639,8.8152,0.7359
224.3017,90.4951,0.567492,8.6709,0.7276
224.4541,92.7482,0.543613,8.6213,0.738
224.6065,93.4589,0.512839,8.5918,0.7549
224.7589,92.479,0.512349,8.5975,0.7686
224.9113,90.6843,0.532649,8.6904,0.765
225.0637,87.1089,0.567137,8.6782,0.7578
225.2161,85.9675,0.562453,8.6952,0.7522
225.3685,87.8026,0.542047,8.971,0.7488
225.5209,88.9715,0.535229,9.1955,0.745
225.6733,89.4062,0.535364,9.3154,0.7381
225.8257,86.5625,0.545482,9.2138,0.7347
225.9781,89.5097,0.546374,9.1708,0.7191
226.1305,89.3216,0.53827,9.2404,0.6962
226.2829,88.689,0.546122,9.4177,0.6893
226.4353,83.2399,0.561131,9.8914,0.6857
226.5877,82.5768,0.568441,10.0742,0.6822
226.7401,84.5551,0.549389,9.838,0.679
226.8925,84.6645,0.559056,9.5843,0.6717
227.0449,85.8658,0.57233,9.5917,0.658
227.1973,85.9229,0.574703,9.7292,0.6513
227.3497,86.5334,0.557162,9.724,0.638
227.5021,86.4624,0.548371,9.5733,0.5964
227.6545,86.874,0.56305,9.3832,0.6006
227.8069,86.8551,0.56307,9.3926,0.6514
227.9593,85.8205,0.556026,9.571,0.7057
228.1117,85.0065,0.524745,9.6162,0.7445
228.2641,87.4944,0.542465,9.614,0.7671
228.4165,90.7414,0.540457,9.5929,0.7785
228.5689,94.1818,0.570423,9.5342,0.7751
228.7213,94.1883,0.572112,9.3042,0.759
228.8737,94.0184,0.556809,9.2465,0.7817
229.0261,92.7925,0.54648,9.1472,0.7816
229.1785,93.7833,0.542215,9.082,0.7036
229.3309,93.1952,0.550208,9.0183,0.6594
229.4833,94.3223,0.54556,9.0576,0.6419
229.6357,94.938,0.538172,9.1221,0.6464
229.7881,96.9701,0.549591,9.142,0.6543
229.9405,96.6646,0.553039,9.0458,0.6673
230.0929,94.0724,0.546204,8.9173,0.6775
230.2453,92.2092,0.538262,8.9168,0.6801
230.3977,91.4967,0.540391,8.9186,0.6638
230.5501,91.3708,0.533225,8.9182,0.6266
230.7025,90.3625,0.546758,8.9378,0.64
230.8549,90.7864,0.558258,8.8753,0.6621
231.0073,90.9148,0.565011,8.8047,0.6785
231.1597,91.2511,0.548752,8.7653,0.6749
231.3121,89.6713,0.536302,8.6789,0.6673
231.4645,89.6496,0.543295,8.5632,0.6659
231.6169,90.6873,0.557425,8.4724,0.6651
231.7693,89.8888,0.551656,8.4114,0.6672
231.9217,89.147,0.547591,8.4076,0.6742
232.0741,89.1907,0.538506,8.3672,0.6834
232.2265,90.8091,0.560219,8.378,0.6715
232.3789,94.3877,0.560881,8.415,0.6495
232.5313,93.4518,0.565762,8.5018,0.6319
232.6837,93.23,0.541555,8.5371,0.6407
232.8361,88.7125,0.540216,8.4764,0.6588
232.9885,88.0903,0.540413,8.456,0.6734
233.1409,89.508,0.554859,8.4215,0.6816
233.2933,90.9878,0.555846,8.4384,0.6831
233.4457,92.6383,0.558781,8.3965,0.6711
233.5981,92.6335,0.572846,8.3616,0.6548
233.7505,94.2281,0.567177,8.4429,0.6429
233.9029,94.7098,0.566224,8.5058,0.6369
234.0553,94.52,0.54325,8.5109,0.632
234.2077,93.0869,0.555933,8.4511,0.6323
234.3601,91.539,0.558708,8.4503,0.6377
234.5125,87.4372,0.567234,8.5443,0.6263
234.6649,86.4414,0.547932,8.6422,0.6161
234.8173,84.6007,0.530625,8.6987,0.6248
234.9697,86.2987,0.524658,8.7815,0.6378
235.1221,88.5259,0.534547,8.6949,0.6538
235.2745,88.0645,0.547771,8.6345,0.6592
235.4269,87.6228,0.548311,8.5514,0.6413
235.5793,94.3304,0.552237,8.6239,0.6211
235.7317,95.5245,0.529096,8.6124,0.6166
235.8841,93.6099,0.527642,8.6109,0.617
236.0365,83.0859,0.518654,8.6356,0.6213
236.1889,80.5365,0.527781,8.6555,0.6256
236.3413,79.7651,0.517437,8.5921,0.6208
236.4937,79.6877,0.519635,8.4652,0.6176
236.6461,80.0948,0.528447,8.4226,0.6208
236.7985,79.4061,0.540735,8.4799,0.6441
236.9509,79.0034,0.550663,8.5635,0.6544
237.1033,79.3221,0.543064,8.5191,0.6476
237.2557,82.9019,0.559613,8.4522,0.6351
237.4081,83.7141,0.548792,8.4522,0.6255
237.5605,83.8365,0.559572,8.4965,0.6255
237.7129,82.9519,0.543361,8.4738,0.6255
237.8653,82.1804,0.554087,8.4037,0.6255
238.0177,83.5652,0.55007,8.3988,0.6255
238.1701,81.2654,0.570854,8.4479,0.6255
238.3225,81.6197,0.552346,8.4037,0.6255
238.4749,81.0699,0.568254,8.3817,0.6255
238.6273,83.6769,0.554815,8.4195,0.6255
238.7797,86.1827,0.576047,8.4873,0.6255
238.9321,87.6943,0.564818,8.4986,0.6255
239.0845,86.061,0.56141,8.5043,0.6255
239.2369,85.9045,0.554065,8.5044,0.6255
239.3893,85.3766,0.566878,8.4676,0.6255
239.5417,89.4757,0.583403,8.4906,0.6255
239.6941,90.8549,0.588602,8.5006,0.6255
239.8465,90.6016,0.564185,8.4424,0.6255
239.9989,88.5509,0.574389,8.4501,0.6255
240.1513,87.8892,0.559302,8.4537,0.6255
240.3037,89.9594,0.568602,8.4986,0.6255
240.4561,91.6059,0.537887,8.526,0.6255
240.6085,93.2705,0.534413,8.5686,0.6255
240.7609,90.4697,0.53919,8.5821,0.6255
240.9133,92.4219,0.543055,8.6752,0.6255
241.0657,92.6184,0.567791,8.9736,0.6255
241.2181,93.9747,0.581383,9.2106,0.6255
241.3705,94.1385,0.600174,9.238,0.6255
241.5229,91.3652,0.589166,9.1574,0.6255
241.6753,90.2248,0.588157,9.0244,0.6255
241.8277,87.6121,0.556516,8.8816,0.6255
241.9801,89.5463,0.579046,8.828,0.6255
242.1325,91.702,0.56455,8.933,0.6255
242.2849,90.5289,0.59354,8.9764,0.6255
242.4373,89.3014,0.570031,8.9272,0.6255
242.5897,90.8511,0.560094,8.794,0.6255
242.7421,90.9842,0.560833,8.749,0.6255
242.8945,90.8489,0.546823,8.7544,0.6255
243.0469,90.8729,0.568879,8.8271,0.6255
243.1993,90.7706,0.565508,8.927,0.6255
243.3517,90.732,0.574712,9.0565,0.6255
243.5041,90.1666,0.55925,9.0153,0.6255
243.6565,92.6243,0.564263,9.11,0.6255
243.8089,91.8864,0.568922,9.2404,0.6255
243.9613,91.4387,0.561779,9.4265,0.6255
244.1137,89.9704,0.555829,9.2805,0.6255
244.2661,92.4275,0.561411,8.9893,0.6255
244.4185,90.4511,0.569026,8.6987,0.6255
244.5709,88.8676,0.579063,8.6057,0.6255
244.7233,92.0094,0.583043,8.6283,0.6255
244.8757,88.103,0.570477,8.6517,0.6255
245.0281,85.4441,0.570911,8.6717,0.6255
245.1805,77.0597,0.544262,8.5656,0.6255
245.3329,78.2465,0.551057,8.4703,0.6255
245.4853,82.3928,0.525599,8.4152,0.6255
245.6377,83.8393,0.542539,8.3712,0.6255
245.7901,87.2365,0.556135,8.3755,0.6255
245.9425,88.3682,0.585448,8.4164,0.6255
246.0949,89.9819,0.557144,8.4667,0.6255
246.2473,91.2621,0.542358,8.3976,0.6255
246.3997,89.4804,0.530517,8.3682,0.6255
246.5521,92.1129,0.545129,8.3585,0.6255
246.7045,92.1617,0.551437,8.3747,0.6255
246.8569,95.249,0.542459,8.3966,0.6255
247.0093,93.0708,0.5473,8.4816,0.6255
247.1617,93.4995,0.544605,8.4879,0.6255
247.3141,93.1733,0.557553,8.5037,0.6255
247.4665,95.7893,0.544805,8.4303,0.6255
247.6189,95.8064,0.555869,8.4266,0.6255
247.7713,93.6852,0.549907,8.4357,0.6255
247.9237,90.6269,0.571812,8.4635,0.6255
248.0761,91.5309,0.550558,8.5603,0.6255
248.2285,89.8883,0.554797,8.6813,0.6255
248.3809,91.1329,0.534068,8.6954,0.6255
248.5333,89.0652,0.55476,8.5702,0.6255
248.6857,92.4087,0.551845,8.6049,0.6255
248.8381,92.6522,0.550455,8.5658,0.6255
248.9905,91.8954,0.544281,8.6421,0.6255
249.1429,90.3737,0.56117,8.5825,0.6255
249.2953,91.0656,0.583215,8.5884,0.6255
249.4477,92.7432,0.584363,8.6203,0.6255
249.6001,93.3388,0.549466,8.6338,0.6255
249.7525,92.9949,0.542401,8.6426,0.6255
249.9049,92.8024,0.543821,8.7401,0.6255
250.0573,89.7656,0.547122,8.6966,0.6255
250.2097,86.8151,0.54715,8.7546,0.6255
250.3621,82.9652,0.546012,8.6473,0.6255
250.5145,84.7446,0.550126,8.736,0.6255
250.6669,87.9837,0.557731,8.7445,0.6255
250.8193,91.1104,0.539348,8.8125,0.6255
250.9717,91.0402,0.560847,8.7217,0.6255
251.1241,89.0721,,8.5534,0.6255
251.2765,88.2444,,8.4122,0.6255
251.4289,86.8859,,8.3991,0.6255
251.5813,86.5797,,8.4087,0.6255
251.7337,86.8245,,8.4248,0.6255
251.8861,88.4694,,8.472,0.6255
252.0385,90.5942,,8.6413,0.6255
252.1909,91.6042,,8.7881,0.6255
252.3433,92.0403,,-999.25,0.6255
252.4957,91.489,,-999.25,0.6255
252.6481,90.9218,,-999.25,0.6255
252.8005,91.6497,,-999.25,0.6255
252.9529,91.6128,,-999.25,0.6255
253.1053,93.0148,,-999.25,0.6255
253.2577,89.5921,,-999.25,0.6255
253.4101,88.0603,,-999.25,0.6255
253.5625,86.7996,,-999.25,0.6255
253.7149,90.3583,,-999.25,0.6255
253.8673,88.5615,,-999.25,0.6255
254.0197,87.9313,,-999.25,0.6255
254.1721,88.93,,-999.25,0.6255
254.3245,88.7729,,-999.25,0.6255
254.4769,86.3793,,-999.25,0.6255
254.6293,84.691,,-999.25,0.6255
254.7817,87.5436,,-999.25,0.6255
254.9341,91.8697,,-999.25,0.6255
255.0865,91.1218,,-999.25,0.6255
255.2389,92.2465,,-999.25,0.6255
255.3913,89.0674,,-999.25,0.6255
255.5437,89.4601,,-999.25,0.6255
255.6961,88.7427,,-999.25,0.6255
255.8485,91.3486,,-999.25,0.6255
256.0009,93.1768,,-999.25,0.6255
256.1533,94.3823,,-999.25,0.6255
256.3057,98.1418,,-999.25,0.6255
256.4581,95.9412,,-999.25,0.6255
256.6105,96.6252,,-999.25,0.6255
256.7629,90.8374,,-999.25,0.6255
256.9153,90.2137,,-999.25,0.6255
257.0677,89.1318,,-999.25,0.6255
257.2201,91.0587,,-999.25,0.6255
257.3725,91.7204,,-999.25,0.6255
257.5249,90.8539,,-999.25,0.6255
257.6773,91.6683,,-999.25,0.6255
257.8297,93.7434,,-999.25,0.6255
257.9821,92.7303,,-999.25,0.6255
258.1345,92.3087,,-999.25,0.6255
258.2869,91.1735,,-999.25,0.6255
258.4393,92.6981,,-999.25,0.6255
258.5917,90.9581,,-999.25,0.6255
258.7441,90.4286,,-999.25,0.6255
258.8965,90.7179,,-999.25,0.6255
259.0489,91.5551,,-999.25,0.6255
259.2013,92.4285,,-999.25,0.6255
259.3537,91.4779,,-999.25,0.6255
