Depth,GR,Porosity,Caliper,Ring resistivity,MLT2_all_original,SD_all_original
127.8408,92.9433,0.509894,8.3999,1.0476,1.405933333,1.353892313
127.9932,91.439,0.512821,8.5215,1.0549,1.423,1.403537174
128.1456,94.7082,0.512357,8.4137,1.0652,1.441,1.399587368
128.298,97.733,0.533298,8.4358,1.0807,1.456933333,1.407466019
128.4504,98.8319,0.544913,8.5282,1.0943,1.4244,1.362865379
128.6028,95.9661,0.549699,8.8816,1.0971,1.469,1.393300063
128.7552,95.5331,0.539261,9.0821,1.0902,1.544,1.447505325
128.9076,98.3341,0.530302,8.9882,1.0765,1.553433333,1.457102323
129.06,98.5317,0.538463,8.8243,1.0595,1.5941,1.460535937
129.2124,97.6872,0.543414,8.6209,1.052,1.645733333,1.534348286
129.3648,93.8275,0.561176,8.6591,1.0579,1.6062,1.464931839
129.5172,92.6135,0.571416,8.7149,1.0679,1.6044,1.436328087
129.6696,91.9031,0.573788,8.6881,1.0763,1.652466667,1.505531041
129.822,91.7747,0.583039,8.6258,1.0834,1.685866667,1.515087208
129.9744,90.2406,0.552427,8.6493,1.0906,1.683,1.494740334
130.1268,90.8633,0.552701,8.7536,1.0971,1.6952,1.546415779
130.2792,93.9646,0.534806,8.7501,1.1015,1.675433333,1.522345442
130.4316,96.5029,0.572305,8.7147,1.1026,1.684266667,1.572112823
130.584,96.3537,0.58208,8.7746,1.099,1.707266667,1.624038648
130.7364,94.1103,0.570773,8.8131,1.0894,1.704833333,1.635188594
130.8888,95.6007,0.532473,8.911,1.0784,1.7111,1.676499714
131.0412,95.7834,0.524307,9.0196,1.0738,1.702866667,1.697890254
131.1936,95.0611,0.532088,9.1239,1.0735,1.7274,1.741191213
131.346,91.0657,0.573011,9.0935,1.073,1.743533333,1.728854394
131.4984,91.1682,0.567712,9.0849,1.0702,1.706066667,1.66571386
131.6508,91.5993,0.575506,9.1348,1.0625,1.6876,1.594028578
131.8032,93.9338,0.557205,9.5208,1.0554,1.753033333,1.611473828
131.9556,94.5519,0.558418,9.8445,1.0535,1.785066667,1.570079466
132.108,94.718,0.555953,9.9513,1.0562,1.821633333,1.574837885
132.2604,93.2103,0.56481,9.5589,1.0642,1.895533333,1.612623034
132.4128,91.4956,0.561059,9.0828,1.0723,1.915166667,1.625097353
132.5652,91.6124,0.554942,8.6963,1.0809,1.8963,1.578504
132.7176,94.5737,0.535222,8.5599,1.0915,1.908633333,1.579370307
132.87,96.4962,0.565924,8.6397,1.0964,1.9001,1.591807659
133.0224,96.3213,0.582751,8.667,1.0917,1.9215,1.603470335
133.1748,92.7295,0.607675,8.5984,1.0706,1.917966667,1.587877524
133.3272,90.1618,0.548317,8.5965,1.0355,1.904566667,1.625892712
133.4796,89.5854,0.533725,8.6546,1.0079,1.9391,1.705056194
133.632,90.4773,0.516242,8.7398,1.0034,1.950966667,1.742922555
133.7844,93.6095,0.555867,8.8804,1.0191,1.895366667,1.746077403
133.9368,97.4615,0.527036,9.0531,1.0399,1.861433333,1.752671954
134.0892,99.7154,0.559803,9.2024,1.0561,1.818666667,1.745155186
134.2416,100.2575,0.5484,9.2528,1.0676,1.746466667,1.736537412
134.394,100.8711,0.582988,9.1518,1.0721,1.720466667,1.72056713
134.5464,103.6396,0.589752,8.9877,1.0691,1.727866667,1.796979053
134.6988,104.8682,0.579534,9.1345,1.0588,1.685633333,1.797750752
134.8512,104.0303,0.576611,9.0457,1.0492,1.688933333,1.780986186
135.0036,100.1671,0.576774,8.8847,1.0479,1.668166667,1.798043994
135.156,98.7877,0.557078,8.7134,1.0536,1.629133333,1.765570196
135.3084,97.1382,0.563507,9.1403,1.0605,1.6168,1.691020942
135.4608,98.5128,0.539843,9.7503,1.0564,1.596766667,1.693132849
135.6132,96.918,0.556145,10.3059,1.0427,1.568466667,1.687689757
135.7656,95.9319,0.567436,10.1845,1.0315,1.5432,1.640286629
135.918,95.6133,0.544395,9.9447,1.0277,1.5119,1.645804917
136.0704,96.3278,0.565495,9.8863,1.0241,1.518466667,1.672497229
136.2228,97.7787,0.57757,10.02,1.0167,1.535566667,1.675244254
136.3752,96.7509,0.596451,9.9826,1.0068,1.563533333,1.767068188
136.5276,96.3558,0.560146,9.9707,0.9924,1.6212,1.800808641
136.68,94.5801,0.523756,9.6347,0.9887,1.642333333,1.815115521
136.8324,94.8151,0.549032,9.3254,1.0139,1.624066667,1.80999556
136.9848,95.7533,0.548806,8.956,1.0451,1.645966667,1.85925918
137.1372,97.8915,0.575125,8.8627,1.059,1.6252,1.850832288
137.2896,95.4012,0.540224,8.7285,1.0637,1.636066667,1.890274124
137.442,94.4976,0.58777,8.8632,1.0652,1.572533333,1.829943655
137.5944,91.5002,0.570602,8.7908,1.0662,1.581533333,1.855403473
137.7468,93.8559,0.599395,8.7701,1.0679,1.585866667,1.882618898
137.8992,93.8881,0.587964,8.7853,1.0695,1.600733333,1.905676834
138.0516,96.2719,0.613711,8.9021,1.073,1.577933333,1.88523887
138.204,96.6853,0.593979,9.0307,1.0802,1.575666667,1.904746936
138.3564,97.5984,0.601205,9.2344,1.0854,1.571233333,1.905147058
138.5088,97.7572,0.630895,9.2609,1.0827,1.501,1.860733207
138.6612,98.8727,0.659311,9.2581,1.0793,1.527233333,1.895310382
138.8136,98.5904,0.641913,9.0516,1.0801,1.575566667,1.999436199
138.966,96.721,0.581807,8.8508,1.0784,1.548333333,1.983863391
139.1184,93.034,0.545193,8.7703,1.0713,1.547,1.975332799
139.2708,92.7508,0.522119,8.7659,1.0696,1.532566667,1.930011083
139.4232,93.2627,0.539352,9.0906,1.0741,1.549766667,1.948114057
139.5756,96.6781,0.561027,9.4411,1.0745,1.600433333,2.021756739
139.728,95.8912,0.568755,9.4034,1.0673,1.607733333,1.996887393
139.8804,98.6781,0.557759,9.0833,1.0551,1.648066667,1.917664846
140.0328,96.4986,0.556494,8.6332,1.0453,1.708966667,1.928287729
140.1852,96.9264,0.582471,8.4715,1.0427,1.703266667,1.910236494
140.3376,94.4841,0.579992,8.3831,1.047,1.744066667,1.8794286
140.49,93.186,0.573799,8.4581,1.0491,1.749,1.954527428
140.6424,90.0143,0.558117,8.7058,1.0424,1.758066667,1.986405278
140.7948,88.8533,0.597254,8.9419,1.0378,1.762333333,1.954183706
140.9472,89.9521,0.607152,9.0151,1.036,1.732366667,1.960771608
141.0996,89.9196,0.61493,8.9138,1.0326,1.7602,2.018613062
141.252,89.9785,0.578434,8.8336,1.0364,1.821433333,1.975167431
141.4044,88.9258,0.564909,8.7992,1.0419,1.828,1.915264821
141.5568,90.4626,0.550641,8.7362,1.0383,1.8536,1.896448076
141.7092,91.9635,0.543528,8.7927,1.0302,1.865333333,1.861113723
141.8616,92.7497,0.549313,8.9039,1.0263,1.884933333,1.879128502
142.014,90.1764,0.540354,9.1781,1.0218,1.863333333,1.908834816
142.1664,90.2049,0.539817,9.2876,1.0354,1.8343,1.902742795
142.3188,89.1044,0.53301,9.2324,1.0357,1.807333333,1.922949788
142.4712,91.1252,0.552762,8.9082,1.0376,1.767566667,1.838487543
142.6236,92.0066,0.572845,8.5771,1.0492,1.700633333,1.766481616
142.776,94.2614,0.591148,8.5795,1.0383,1.6371,1.690113987
142.9284,98.2846,0.570605,8.7124,1.0165,1.659466667,1.69175571
143.0808,98.4044,0.568316,8.9351,1.0134,1.6722,1.680918725
143.2332,99.9053,0.568121,9.0135,1.021,1.624266667,1.681683302
143.3856,99.4749,0.579887,8.9473,1.0213,1.629466667,1.754805739
143.538,97.5964,0.564201,8.8772,1.0206,1.555866667,1.733718946
143.6904,96.5895,0.553325,9.0734,1.0267,1.551133333,1.785874403
143.8428,94.5684,0.575786,9.3358,1.0341,1.524133333,1.826651047
143.9952,96.5499,0.605843,9.4638,1.0391,1.5223,1.799255182
144.1476,94.9724,0.614862,9.2863,1.045,1.543266667,1.822029453
144.3,95.5207,0.563295,9.0699,1.0505,1.527833333,1.775626633
144.4524,96.2466,0.531077,9.0039,1.0533,1.5562,1.84400816
144.6048,97.9943,0.528945,8.8735,1.0475,1.6407,1.96684826
144.7572,99.5987,0.569521,8.918,1.035,1.721366667,2.085042645
144.9096,97.5515,0.583476,8.887,1.0276,1.7181,2.084337486
145.062,96.1131,0.591495,8.8175,1.0293,1.676966667,2.067770111
145.2144,94.8905,0.583423,8.6543,1.0317,1.662666667,2.068199802
145.3668,94.3718,0.58331,8.5804,1.0319,1.6145,1.980875711
145.5192,95.239,0.565379,8.5667,1.0316,1.635533333,2.003061685
145.6716,93.7435,0.557203,8.7842,1.0325,1.619466667,1.992447603
145.824,95.4409,0.568433,9.1776,1.0336,1.593733333,1.96500787
145.9764,95.3007,0.60911,9.3478,1.0347,1.559666667,1.968262878
146.1288,96.7199,0.613701,9.3313,1.0387,1.5737,1.998237876
146.2812,94.9576,0.606995,9.4135,1.0432,1.6033,1.999582409
146.4336,96.4245,0.621658,9.7824,1.046,1.580933333,1.90637852
146.586,94.8355,0.6107,9.9201,1.0501,1.552133333,1.830947528
146.7384,94.5958,0.601418,9.6734,1.0529,1.543566667,1.812853307
146.8908,92.2208,0.55284,9.6684,1.0481,1.5334,1.748792928
147.0432,93.8345,0.543815,9.7745,1.0398,1.584833333,1.791668274
147.1956,94.0475,0.537693,10.015,1.0358,1.589166667,1.828416949
147.348,93.254,0.533506,9.9662,1.0342,1.611,1.89260533
147.5004,91.7081,0.555761,9.6896,1.0337,1.581133333,1.908880592
147.6528,92.4487,0.552528,9.6225,1.0355,1.575433333,1.921567011
147.8052,90.8187,0.564567,9.547,1.0332,1.612233333,1.957988554
147.9576,92.1638,0.539235,9.5945,1.0377,1.618,1.973349656
148.11,92.365,0.542329,9.4537,1.0404,1.6214,1.978259009
148.2624,97.6752,0.533296,9.416,1.035,1.635633333,1.996439272
148.4148,97.9394,0.556948,9.3417,1.0293,1.662733333,2.009762356
148.5672,96.8634,0.557633,9.3524,1.031,1.686,2.047290991
148.7196,94.7299,0.577323,9.2897,1.0386,1.660366667,1.98374475
148.872,93.9291,0.551402,9.1076,1.0381,1.679866667,2.037518732
149.0244,93.7544,0.547999,8.781,1.0354,1.668133333,1.996006692
149.1768,93.1901,0.532893,8.5999,1.0416,1.533266667,1.894779968
149.3292,93.8583,0.528491,8.4649,1.048,1.480133333,1.764088315
149.4816,96.5902,0.533919,8.4511,1.0477,1.536033333,1.743369238
149.634,98.3794,0.547744,8.4313,1.0396,1.547933333,1.770083292
149.7864,98.6035,0.589777,8.5213,1.0313,1.6073,1.819959947
149.9388,96.5491,0.58959,8.5677,1.0273,1.6314,1.836833464
150.0912,96.1707,0.599784,8.4713,1.0254,1.6646,1.933396555
150.2436,94.6965,0.569637,8.7992,1.023,1.6436,1.912180459
150.396,96.4206,0.608563,8.8642,1.0264,1.642433333,1.905087691
150.5484,97.0927,0.578785,8.6767,1.0339,1.643533333,1.889978302
150.7008,96.9625,0.578787,8.6929,1.0385,1.623966667,1.84197091
150.8532,95.2453,0.553287,8.7823,1.0294,1.616133333,1.832885007
151.0056,94.7357,0.549829,8.8116,1.0002,1.6113,1.823152017
151.158,98.6696,0.542605,8.7922,0.9843,1.646566667,1.774127254
151.3104,98.7081,0.526071,8.7051,0.9875,1.650733333,1.791687658
151.4628,101.5192,0.517299,8.7058,0.994,1.6252,1.791436135
151.6152,99.922,0.519471,8.8146,0.985,1.638533333,1.807803377
151.7676,101.5615,0.532594,8.8659,0.9543,1.600566667,1.761344991
151.92,97.1602,0.562914,8.8616,0.9319,1.607233333,1.780474275
152.0724,96.3743,0.577804,8.8585,0.9266,1.580233333,1.681885919
152.2248,96.9066,0.568014,8.8884,0.9307,1.630333333,1.721680503
152.3772,97.5095,0.562734,8.8165,0.9401,1.6494,1.780622356
152.5296,96.9958,0.611096,8.8083,0.95,1.6366,1.769700645
152.682,96.2126,0.614155,8.7571,0.9637,1.670266667,1.802860744
152.8344,96.416,0.602014,8.602,0.9473,1.7001,1.736787578
152.9868,97.2153,0.555124,8.4805,0.9212,1.747033333,1.756515518
153.1392,98.3886,0.562487,8.5209,0.9167,1.7726,1.845880921
153.2916,100.6981,0.563353,8.5775,0.934,1.815133333,1.85562282
153.444,98.8459,0.58232,8.6126,0.9627,1.9236,1.979888509
153.5964,97.6776,0.574575,8.5924,0.9837,1.9216,1.91311372
153.7488,93.6457,0.568972,8.5683,0.9806,1.897866667,1.828985925
153.9012,92.3859,0.544057,8.6957,0.9672,1.9371,1.847223292
154.0536,88.4013,0.541989,8.7792,0.9552,1.908533333,1.809075228
154.206,91.4101,0.542223,8.7931,0.9472,1.896033333,1.80428683
154.3584,94.2145,0.532988,8.7229,0.9419,1.8854,1.730425874
154.5108,94.6629,0.532733,8.6662,0.9429,1.875666667,1.755427666
154.6632,92.8352,0.532706,8.6342,0.9459,1.8652,1.729919023
154.8156,90.0628,0.5488,8.6914,0.9517,1.8245,1.65321942
154.968,91.4566,0.550394,8.9279,0.9595,1.828466667,1.661625524
155.1204,90.1883,0.557851,9.0475,0.9658,1.850366667,1.691741164
155.2728,92.5696,0.563155,8.9842,0.9746,1.8447,1.685042614
155.4252,92.1872,0.562329,8.8331,0.986,1.789133333,1.631462181
155.5776,94.6464,0.573519,8.7815,0.9972,1.7767,1.66037751
155.73,96.0975,0.547599,8.7882,0.9923,1.773533333,1.733542072
155.8824,96.8276,0.578542,8.6282,0.9616,1.7066,1.613320295
156.0348,96.5553,0.560785,8.5252,0.9316,1.7323,1.626195338
156.1872,93.0047,0.567336,8.5502,0.943,1.708266667,1.595898847
156.3396,92.3122,0.541364,8.6349,0.9798,1.7031,1.596192185
156.492,91.4892,0.560426,8.6842,0.9854,1.7118,1.553325559
156.6444,93.5734,0.571917,8.659,0.9677,1.720566667,1.603123174
156.7968,95.0892,0.586636,8.5626,0.9557,1.720533333,1.734723239
156.9492,93.9216,0.577077,8.4912,0.9528,1.629333333,1.666835451
157.1016,94.8915,0.567999,8.4913,0.9524,1.598,1.650968706
157.254,94.0668,0.579201,8.6465,0.9662,1.609333333,1.65278259
157.4064,96.2961,0.614627,8.8242,0.9858,1.5684,1.582548906
157.5588,95.6969,0.627042,8.9279,0.9975,1.565866667,1.58315444
157.7112,95.9995,0.597627,8.9648,1.0029,1.569266667,1.564493356
157.8636,94.6551,0.578961,8.9966,1.0024,1.563533333,1.658137806
158.016,93.0706,0.588953,8.9224,0.9945,1.5388,1.654044224
158.1684,94.487,0.601904,8.8542,0.9847,1.5484,1.658696448
158.3208,96.0096,0.58098,8.7566,0.9781,1.6275,1.837661607
158.4732,97.801,0.555598,8.9656,0.9717,1.6758,1.878572018
158.6256,95.6633,0.560584,9.1037,0.9608,1.633266667,1.880951921
158.778,94.3971,0.549423,9.3117,0.9492,1.6614,1.898328398
158.9304,94.5714,0.575031,9.3988,0.9316,1.6925,2.00175839
159.0828,93.8522,0.569051,10.0914,0.9126,1.715933333,2.02484903
159.2352,94.2994,0.563659,10.8809,0.8985,1.777266667,1.99744505
159.3876,91.6406,0.559189,11.9243,0.879,1.796433333,2.015150146
159.54,92.5262,0.538951,12.9481,0.8618,1.862633333,2.087723936
159.6924,93.4082,0.570398,13.1206,0.8607,1.8665,2.072696211
159.8448,95.8576,0.57127,12.9541,0.8717,1.8366,2.070892539
159.9972,95.8364,0.57312,12.3138,0.8849,1.8367,2.059198406
160.1496,94.9937,0.552907,11.9459,0.8937,1.843066667,2.053593906
160.302,93.3764,0.541895,11.9932,0.9088,1.794733333,1.973709535
160.4544,94.1816,0.579767,11.7087,0.932,1.8086,2.002181936
160.6068,97.7369,0.607034,10.7316,0.953,1.8521,1.98868701
160.7592,95.858,0.607437,10.4526,0.968,1.838633333,1.969467127
160.9116,93.9646,0.561023,10.4313,0.9788,1.853666667,1.947598561
161.064,91.2778,0.533243,10.7247,0.9819,1.840766667,1.917876581
161.2164,94.0325,0.538111,10.3522,0.9828,1.7395,1.89909578
161.3688,94.559,0.560966,9.8731,0.9969,1.7385,1.922570532
161.5212,92.3136,0.599082,9.6131,1.0422,1.672766667,1.855344724
161.6736,91.161,0.576218,9.9924,1.0779,1.6536,1.886847947
161.826,91.0841,0.569081,10.8389,1.0649,1.697033333,1.907669197
161.9784,94.1738,0.553201,11.1054,1.0358,1.675566667,1.845098528
162.1308,96.705,0.572666,10.5453,0.9968,1.664933333,1.838562245
162.2832,97.6557,0.560463,10.0119,0.9643,1.684133333,1.862977451
162.4356,96.2432,0.540948,9.8473,0.9458,1.672866667,1.87352304
162.588,96.0876,0.531486,10.1588,0.9398,1.669533333,1.91284024
162.7404,99.7053,0.537064,9.9021,0.9366,1.682766667,1.948248798
162.8928,102.062,0.54857,9.428,0.9286,1.681533333,1.961634161
163.0452,100.2822,0.564543,9.0512,0.9151,1.680066667,1.975664208
163.1976,96.8832,0.549849,9.1502,0.9082,1.6948,1.999885353
163.35,95.6919,0.530303,9.1748,0.9069,1.684766667,1.978744748
163.5024,95.6484,0.509191,9.0698,0.9095,1.6997,1.937805806
163.6548,96.1178,0.510851,8.959,0.9139,1.712,1.964396175
163.8072,93.6226,0.526108,9.0233,0.925,1.7075,1.954441757
163.9596,93.5971,0.554986,9.0426,0.9487,1.744366667,2.069698311
164.112,91.9337,0.567503,9.1288,0.9679,1.7414,2.143008704
164.2644,91.1904,0.555127,9.7367,0.9703,1.738766667,2.166919083
164.4168,90.6547,0.540441,10.4051,0.942,1.6958,2.114824302
164.5692,92.9884,0.531766,10.9027,0.9097,1.710666667,2.113608326
164.7216,93.4856,0.537392,10.8243,0.9042,1.687966667,2.093762665
164.874,93.2243,0.533567,10.3139,0.9161,1.650133333,2.048819428
165.0264,91.5673,0.548187,9.6719,0.9306,1.6221,2.026820323
165.1788,92.5073,0.565746,9.1045,0.9518,1.6382,2.0564579
165.3312,93.6446,0.577009,9.1678,0.9625,1.6245,2.057526245
165.4836,91.4207,0.577115,9.1855,0.9555,1.607933333,2.059521691
165.636,91.2243,0.56009,9.0981,0.9462,1.601966667,2.010053473
165.7884,91.2478,0.555491,9.0386,0.9407,1.579366667,1.983693398
165.9408,94.2921,0.553261,9.0412,0.935,1.541833333,1.914808939
166.0932,91.8558,0.552745,9.2277,0.9259,1.501433333,1.822010898
166.2456,92.6041,0.555422,9.3419,0.9125,1.495833333,1.850332999
166.398,91.1653,0.534906,9.5252,0.9006,1.4967,1.854036698
166.5504,93.7986,0.540557,9.5297,0.8961,1.4778,1.858146521
166.7028,93.7087,0.514464,9.5347,0.8975,1.484633333,1.897106279
166.8552,95.723,0.537178,9.9093,0.9002,1.4855,1.876026914
167.0076,96.5131,0.537873,9.9239,0.9025,1.469533333,1.85354593
167.16,96.9476,0.565375,9.5022,0.8958,1.482233333,1.857006492
167.3124,98.033,0.567765,8.8097,0.8907,1.489166667,1.853064994
167.4648,99.0553,0.562893,8.5706,0.8991,1.5145,1.850589451
167.6172,97.6539,0.560181,8.5183,0.9123,1.4978,1.832952944
167.7696,95.791,0.552941,8.5638,0.9203,1.462466667,1.641071636
167.922,95.4977,0.561285,8.6806,0.9252,1.346666667,1.469521426
168.0744,97.032,0.564259,8.7354,0.9324,1.342866667,1.441535448
168.2268,96.3972,0.561984,8.8257,0.9522,1.3221,1.421660868
168.3792,95.2705,0.563769,8.8718,0.9787,1.378,1.456269641
168.5316,94.8006,0.568264,8.8914,1.0027,1.458033333,1.489952583
168.684,94.9784,0.578325,8.9129,1.0152,1.484733333,1.487551925
168.8364,93.8495,0.569707,9.0465,1.0144,1.5645,1.570843335
168.9888,93.6522,0.564361,9.086,1.0082,1.581766667,1.583953549
169.1412,94.8658,0.549099,9.1366,0.9995,1.615466667,1.610217578
169.2936,95.1384,0.544862,9.1495,0.9947,1.564466667,1.562711847
169.446,94.7898,0.536176,9.0667,0.9961,1.571466667,1.575051083
169.5984,94.2158,0.551883,8.9418,0.9982,1.614666667,1.629240955
169.7508,96.1791,0.559106,8.7378,0.999,1.619966667,1.676883428
169.9032,93.6063,0.580939,8.7072,0.9915,1.6694,1.775416413
170.0556,98.6155,0.572541,8.7715,0.9925,1.720433333,1.867682533
170.208,100.4573,0.577388,9.0425,1.0098,1.742166667,1.921413648
170.3604,105.639,0.546133,9.1811,1.0302,1.737033333,1.965379446
170.5128,101.2913,0.536765,9.3142,1.0488,1.7083,1.999769239
170.6652,95.683,0.53385,9.258,1.0597,1.734833333,1.998144741
170.8176,92.7314,0.564818,9.1178,1.0614,1.691066667,1.950754417
170.97,93.4735,0.566262,8.94,1.0489,1.704933333,1.997608653
171.1224,98.5174,0.560599,8.9531,1.0249,1.664266667,1.962526415
171.2748,97.0943,0.541005,9.236,0.9778,1.699633333,2.012364935
171.4272,94.7615,0.538867,9.2832,0.9455,1.669466667,2.007852115
171.5796,91.8068,0.538937,9.2836,0.9409,1.682966667,1.975897694
171.732,96.0173,0.552628,9.1272,0.9378,1.7446,1.976437951
171.8844,99.4079,0.567253,9.23,0.9244,1.7579,1.89727384
172.0368,101.3665,0.578501,9.3683,0.9059,1.701966667,1.775524326
172.1892,99.9971,0.583853,9.4869,0.8837,1.786266667,1.651056145
172.3416,97.7674,0.563488,9.2929,0.8768,1.855266667,1.602304506
172.494,96.2792,0.577525,9.1218,0.8779,1.881966667,1.440405718
172.6464,95.5134,0.55763,9.0584,0.8803,1.890633333,1.427280105
172.7988,91.8826,0.563928,8.9082,0.873,1.944133333,1.462346601
172.9512,89.5236,0.532937,9.0452,0.8611,1.9341,1.427597967
173.1036,87.0095,0.551398,8.9262,0.8505,1.978866667,1.449348997
173.256,90.2798,0.542534,8.747,0.8501,2.0334,1.465820421
173.4084,91.9057,0.588432,8.6741,0.8594,2.069966667,1.474667024
173.5608,93.6395,0.594471,8.7597,0.88,2.028266667,1.450295968
173.7132,93.1884,0.642366,8.8671,0.9078,1.992733333,1.457144672
173.8656,92.8113,0.597198,8.8388,0.9235,2.042866667,1.492288103
174.018,93.7027,0.584971,8.8367,0.9376,2.062266667,1.47968483
174.1704,95.0878,0.580412,8.8217,0.9599,2.0163,1.465917759
174.3228,96.0912,0.584722,8.6568,0.9828,2.026666667,1.4170957
174.4752,94.8336,0.574958,8.5367,0.9896,2.112533333,1.537500585
174.6276,92.8136,0.537552,8.5521,0.9716,2.159566667,1.609692656
174.78,91.0876,0.54448,8.4292,0.9442,2.161666667,1.643894651
174.9324,95.2354,0.551004,8.4851,0.9306,2.249866667,1.731437047
175.0848,94.5412,0.583215,8.4487,0.9288,2.288133333,1.752079065
175.2372,96.6449,0.590667,8.4715,0.9201,2.250033333,1.725819776
175.3896,92.4809,0.579601,8.5377,0.9034,2.293433333,1.756982142
175.542,93.5183,0.575659,8.7253,0.891,2.308233333,1.74240563
175.6944,90.406,0.555515,9.0628,0.918,2.337733333,1.757165292
175.8468,90.0436,0.582462,8.8553,0.9664,2.362633333,1.746906246
175.9992,90.3017,0.587859,8.6465,1.0016,2.3961,1.757382359
176.1516,91.9822,0.608568,8.7715,1.0247,2.398633333,1.806365513
176.304,93.9796,0.582597,9.0221,1.0221,2.4594,1.902345685
176.4564,93.8772,0.596592,9.0959,0.9941,2.397666667,1.865602161
176.6088,93.3668,0.577111,8.8732,0.9734,2.284,1.765971951
176.7612,93.2842,0.582738,8.8698,0.9669,2.245233333,1.696716038
176.9136,94.0046,0.57803,9.2226,0.965,2.246166667,1.650280947
177.066,94.2704,0.592987,9.532,0.9529,2.251066667,1.730537969
177.2184,92.4853,0.586273,9.6141,0.9231,2.255466667,1.755153663
177.3708,91.834,0.567184,9.5774,0.9133,2.1722,1.710565197
177.5232,93.124,0.57017,9.3405,0.9443,2.193966667,1.779390279
177.6756,94.3108,0.553685,9.0204,0.9681,2.1758,1.775324635
177.828,94.3531,0.554453,8.7392,0.9832,2.034,1.66038088
177.9804,91.499,0.555152,8.679,0.9985,1.974666667,1.671198977
178.1328,87.6372,0.575549,8.8818,1.0058,1.941366667,1.690453006
178.2852,84.7504,0.562154,9.0211,1.0032,1.867566667,1.66631661
178.4376,84.861,0.564786,9.0176,1.0019,1.8776,1.681331508
178.59,88.804,0.572679,9.0878,0.9971,1.9096,1.709812458
178.7424,91.6417,0.607571,9.079,0.9818,1.904866667,1.75161209
178.8948,92.558,0.611154,8.8755,0.9681,1.810466667,1.725124435
179.0472,92.2918,0.618539,8.7377,0.9656,1.715766667,1.664965859
179.1996,91.6028,0.599551,8.6594,0.9729,1.721933333,1.719996452
179.352,96.5871,0.631439,8.7252,0.9756,1.7159,1.765070959
179.5044,97.0057,0.627446,8.9409,0.9702,1.705633333,1.757097237
179.6568,94.1781,0.567608,9.0044,0.955,1.685366667,1.805258051
179.8092,91.0079,0.531185,9.2527,0.9395,1.6636,1.861337648
179.9616,90.2508,0.518056,9.2832,0.9271,1.696933333,1.913826585
180.114,94.1585,0.546115,9.2317,0.9176,1.685366667,1.906906788
180.2664,92.5434,0.567612,9.1351,0.9127,1.665,1.874883072
180.4188,91.7831,0.593476,9.2205,0.9156,1.642,1.875929583
180.5712,91.376,0.607752,9.3242,0.9212,1.621633333,1.891424269
180.7236,94.3994,0.620741,9.3119,0.9273,1.622,1.884176089
180.876,95.8146,0.599241,9.1244,0.9295,1.6481,1.918886263
181.0284,97.3166,0.618336,8.8908,0.9278,1.716966667,2.000167651
181.1808,98.6633,0.563645,8.9759,0.9246,1.667766667,1.938223098
181.3332,102.3419,0.578492,8.8504,0.9284,1.679133333,1.887972135
181.4856,104.0342,0.543887,8.6676,0.9383,1.6759,1.899985164
181.638,102.044,0.54104,8.7838,0.951,1.657166667,1.831416775
181.7904,99.6022,0.525068,9.0541,0.966,1.712266667,1.858926445
181.9428,97.2116,0.534575,9.1022,0.975,1.667,1.782123864
182.0952,96.0532,0.559997,9.0582,0.9841,1.6642,1.788658592
182.2476,95.3162,0.576575,8.9156,0.9855,1.702833333,1.83405827
182.4,94.2476,0.569655,8.7514,0.9676,1.737766667,1.885278983
182.5524,95.652,0.54894,9.053,0.9374,1.7255,1.846998534
182.7048,94.9311,0.533676,9.5711,0.9142,1.6895,1.820092191
182.8572,96.9707,0.559825,9.7967,0.9233,1.679966667,1.795075291
183.0096,95.8122,0.570142,9.9419,0.9749,1.655366667,1.735356092
183.162,92.2812,0.581052,9.717,1.0166,1.7028,1.789126629
183.3144,91.4348,0.5782,9.3919,1.0426,1.690233333,1.783170485
183.4668,90.4433,0.576993,9.0347,1.0579,1.640566667,1.727979932
183.6192,96.2764,0.560938,8.9094,1.0605,1.622633333,1.696104409
183.7716,97.4743,0.551958,8.887,1.0558,1.615433333,1.635950686
183.924,97.9853,0.529051,8.7781,1.0307,1.632666667,1.671561353
184.0764,94.6864,0.522578,8.8763,1.0047,1.714766667,1.782787418
184.2288,93.3519,0.527379,8.7947,0.9836,1.681,1.756307357
184.3812,91.6912,0.550277,8.6842,0.9648,1.648366667,1.707164149
184.5336,90.4865,0.567915,8.5037,0.959,1.670733333,1.791516637
184.686,91.0071,0.560641,8.4439,0.9671,1.722933333,1.8631266
184.8384,94.096,0.56295,8.5229,0.972,1.713766667,1.882256335
184.9908,94.8241,0.557536,9.0545,0.9694,1.7087,1.897666974
185.1432,94.3761,0.558942,9.5485,0.9629,1.7145,1.902660519
185.2956,93.1499,0.546581,9.6727,0.9576,1.736766667,1.937096482
185.448,95.5915,0.556727,9.3895,0.9593,1.746,1.949651559
185.6004,96.8808,0.543641,8.9329,0.9623,1.7817,2.017891674
185.7528,99.0803,0.55597,9.2668,0.9635,1.751633333,2.007680112
185.9052,96.4628,0.56087,10.0326,0.9629,1.742,1.976929151
186.0576,95.6407,0.552418,10.3784,0.9607,1.705433333,1.892872802
186.21,93.7988,0.540419,10.03,0.9601,1.6837,1.915318705
186.3624,93.3663,0.541292,9.4836,0.9636,1.695166667,1.939315173
186.5148,91.8595,0.555415,9.4494,0.971,1.698033333,1.87100571
